BSSID,Channel,Privacy,Ciper,Auth,Power,ESSID,Lat,Lon
A0:2B:B8:6B:B0:31,-79,A0:2B:B8:6B:B0:31,HP-Print-31-Officejet Pro 8610
A0:63:91:3C:0D:FB,-81,A0:63:91:3C:0D:FB,Fightclub _2GEXT
A0:63:91:40:3A:E6,-63,A0:63:91:40:3A:E6,SuperRupairCust
02:0F:B5:7B:43:2B,-73,A0:63:91:58:F1:2B,NETGEAR18
A0:63:91:58:F1:2B,-77,A0:63:91:58:F1:2B,NETGEAR18
A0:63:91:6C:D4:FA,-81,A0:63:91:6C:D4:FA,NETGEAR55
A0:63:91:8C:00:B6,-63,A0:63:91:8C:00:B6,NETGEAR24
7C:DD:90:AF:7D:36,-79,A0:63:91:9D:18:DB,StEeLeRs
A0:63:91:9D:18:DB,-73,A0:63:91:9D:18:DB,StEeLeRs
A0:63:91:A6:7F:A1,-51,A0:63:91:A6:7F:A1,NETGEAR73
A0:63:91:BD:36:BA,-69,A0:63:91:BD:36:BA,SHOPKEEP
00:23:DF:DE:CF:90,-79,A0:63:91:CC:CC:96,MADCOW
A0:63:91:CC:CC:96,-81,A0:63:91:CC:CC:96,MADCOW
A0:63:91:CC:CC:FC,-63,A0:63:91:CC:CC:FC,DoItForTheLove
A0:63:91:CD:47:C2,-77,A0:63:91:CD:47:C2,NETGEAR49
A0:63:91:D9:E4:AF,-77,A0:63:91:D9:E4:AF,NETGEAR19
A0:63:91:E3:20:75,-81,A0:63:91:E3:20:75,AMBLITEL1
00:0E:58:5C:37:64,-53,A0:63:91:E4:DB:67,NETGEAR01
00:0E:58:98:8E:1E,-53,A0:63:91:E4:DB:67,NETGEAR01
60:02:B4:0D:3A:D0,-51,A0:63:91:E4:DB:67,NETGEAR01
A0:63:91:E4:DB:67,-51,A0:63:91:E4:DB:67,NETGEAR01
F8:BC:12:A1:FB:AF,-55,A0:63:91:E4:DB:67,NETGEAR01
A0:63:91:EA:43:83,-69,A0:63:91:EA:43:83,B
A0:63:91:F0:65:E0,-79,A0:63:91:F0:65:E0,NETGEAR35
A0:A3:E2:01:B1:85,-75,A0:A3:E2:01:B1:85,CenturyLink4784
A0:A3:E2:1C:FD:35,-63,A0:A3:E2:1C:FD:35,THOR
A0:A3:E2:1E:BE:15,-65,A0:A3:E2:1E:BE:15,CenturyLink5903
A0:A3:E2:29:4C:D5,-81,A0:A3:E2:29:4C:D5,CenturyLink6951
A0:A3:E2:30:66:45,-81,A0:A3:E2:30:66:45,CenturyLink2154
A0:A3:E2:3A:94:65,-65,A0:A3:E2:3A:94:65,beginning
A0:A3:E2:3C:DD:E5,-79,A0:A3:E2:3C:DD:E5,CenturyLink1776
A0:A3:E2:46:7E:15,-65,A0:A3:E2:46:7E:15,CenturyLink2911
A0:A3:E2:48:F8:25,-45,A0:A3:E2:48:F8:25,CenturyLink4458
E4:CE:8F:25:31:86,-55,A0:A3:E2:48:F8:25,CenturyLink4458
A0:A3:E2:4B:E9:A5,-71,A0:A3:E2:4B:E9:A5,winston
A0:A3:E2:4C:92:E5,-79,A0:A3:E2:4C:92:E5,CenturyLink2394
A0:A3:E2:4F:6F:25,-77,A0:A3:E2:4F:6F:25,Pat2426
A0:A3:E2:5A:8B:75,-83,A0:A3:E2:5A:8B:75,TheGooseHotel
28:57:67:E8:F8:BB,-73,A0:A3:E2:72:52:A5,CenturyLink8047
A0:A3:E2:72:52:A5,-67,A0:A3:E2:72:52:A5,CenturyLink8047
A0:A3:E2:BC:AF:B5,-55,A0:A3:E2:BC:AF:B5,CenturyLink5976
A0:A3:E2:C1:62:15,-69,A0:A3:E2:C1:62:15,CenturyLink1994
A0:A3:E2:EE:5A:35,-81,A0:A3:E2:EE:5A:35,CenturyLink0000
04:C9:D9:0A:DB:AB,-77,A0:A3:E2:F7:33:95,CenturyLink4238
A0:A3:E2:F7:33:95,-73,A0:A3:E2:F7:33:95,CenturyLink4238
A0:D3:C1:BD:5A:FE,-79,A0:D3:C1:BD:5A:FE,HP-Print-FE-Photosmart 7520
A0:D3:C1:D9:85:67,-69,A0:D3:C1:D9:85:67,HP-Print-67-Officejet Pro 8600
A0:D3:C1:DD:D5:74,-63,A0:D3:C1:DD:D5:74,HP-Print-74-Officejet Pro 8620
A0:D3:C1:DF:B8:D2,-71,A0:D3:C1:DF:B8:D2,HP-Print-D2-Officejet Pro 8600
A2:63:91:67:C5:36,-69,A2:63:91:67:C5:36,Ranch House Network_EXT
A2:63:91:9D:18:DB,-77,A2:63:91:9D:18:DB,DCGuest
A2:6C:AC:0F:B0:7F,-61,A2:6C:AC:0F:B0:7F,mychelle
A2:E4:CB:58:23:08,-67,A2:E4:CB:58:23:08,CenturyLink7135
BC:8C:CD:90:04:22,-81,A2:E4:CB:58:23:08,CenturyLink7135
A2:E4:CB:59:17:CC,-65,A2:E4:CB:59:17:CC,BrushOnSigns
A0:E4:CB:6D:1C:1F,-79,A2:E4:CB:6D:1C:1C,CenturyLink8896
A2:E4:CB:6D:1C:1C,-57,A2:E4:CB:6D:1C:1C,CenturyLink8896
F8:04:2E:7D:21:21,-79,A2:E4:CB:6D:1C:1C,CenturyLink8896
A4:2B:8C:1B:4D:4A,-65,A4:2B:8C:1B:4D:4A,PizzaPalace
A4:2B:8C:52:CE:06,-79,A4:2B:8C:52:CE:06,NETGEAR10
A4:2B:8C:82:FC:32,-69,A4:2B:8C:82:FC:32,Higgins
A4:2B:8C:94:93:0A,-75,A4:2B:8C:94:93:0A,NETGEAR17
A4:2B:8C:D1:FC:B3,-75,A4:2B:8C:D1:FC:B3,NETGEAR43
A4:5D:36:3E:52:16,-79,A4:5D:36:3E:52:16,HP-Print-16-Officejet Pro 8600
A4:5D:36:40:98:00,-79,A4:5D:36:40:98:00,HP-Print-00-Officejet Pro 8610
A4:5D:36:95:A2:6A,-73,A4:5D:36:95:A2:6A,HP-Print-6A-Photosmart 7520
A4:5D:36:B8:64:F5,-73,A4:5D:36:B8:64:F5,HP-Print-F5-Officejet 6700
A4:93:4C:C2:BA:28,-71,A4:93:4C:C2:BA:28,wh-wireless
A4:B1:E9:2A:85:D1,-73,A4:B1:E9:2A:85:D1,CenturyLink
A4:B1:E9:2A:93:75,-69,A4:B1:E9:2A:93:75,CenturyLink0595
CC:52:AF:11:23:A4,-73,A4:B1:E9:2A:93:75,CenturyLink0595
F8:04:2E:B5:9C:3D,-77,A4:B1:E9:2A:93:75,CenturyLink0595
A8:11:FC:77:96:25,-69,A8:11:FC:77:96:25,rosa
A8:11:FC:77:96:52,-69,A8:11:FC:77:96:52,Robertkennedy
A8:11:FC:77:B9:26,-77,A8:11:FC:77:B9:26,helluvadeel
A8:11:FC:77:F4:67,-65,A8:11:FC:77:F4:67,buster
A8:11:FC:77:F4:6A,-77,A8:11:FC:77:F4:67,buster
AC:86:74:3D:74:E1,-77,A8:11:FC:77:F4:67,buster
A8:39:44:44:EF:24,-63,A8:39:44:44:EF:24,myqwest4499
A8:39:44:5D:AF:30,-67,A8:39:44:5D:AF:30,myqwest1906
AA:11:FC:77:96:25,-71,AA:11:FC:77:96:25,None
AA:11:FC:77:96:52,-65,AA:11:FC:77:96:52,None
AA:11:FC:77:B9:26,-75,AA:11:FC:77:B9:26,None
AA:11:FC:77:F4:67,-69,AA:11:FC:77:F4:67,None
AC:22:0B:7C:AB:B0,-61,AC:22:0B:7C:AB:B0,atlassian
AC:22:0B:D0:E9:38,-69,AC:22:0B:D0:E9:38,Jacks home 2.4
AC:7F:3E:EB:40:F4,-61,AC:7F:3E:EB:40:F4,Livingston
AC:7F:3E:ED:86:C4,-83,AC:7F:3E:ED:86:C4,Stephen's Wi-Fi Network
AC:86:74:18:41:02,-79,AC:86:74:18:41:02,None
AC:86:74:18:41:03,-79,AC:86:74:18:41:03,ExecutiveC
AC:86:74:39:32:03,-61,AC:86:74:39:32:03,Airwaves
AC:86:74:3D:74:E3,-71,AC:86:74:3D:74:E3,Airwaves
AC:86:74:48:42:7A,-67,AC:86:74:48:42:7A,TLCGuest
00:50:B6:08:BB:F5,-73,AC:86:74:48:42:7B,TLC
AC:86:74:48:42:7B,-63,AC:86:74:48:42:7B,TLC
F8:BC:12:A9:A9:C7,-69,AC:86:74:48:42:7B,TLC
AC:86:74:48:42:7C,-59,AC:86:74:48:42:7C,TLC-CATERING
60:F1:89:80:16:A5,-79,AC:86:74:48:44:BA,TLCGuest
AC:86:74:48:42:7A,-79,AC:86:74:48:44:BA,TLCGuest
AC:86:74:48:44:BA,-45,AC:86:74:48:44:BA,TLCGuest
BC:6C:21:BA:70:69,-85,AC:86:74:48:44:BA,TLCGuest
FC:DB:B3:3A:2C:40,-77,AC:86:74:48:44:BA,TLCGuest
00:1A:A0:44:3A:C5,-79,AC:86:74:48:44:BB,TLC
00:24:21:3F:FF:8E,-77,AC:86:74:48:44:BB,TLC
00:50:B6:08:BB:F5,-59,AC:86:74:48:44:BB,TLC
10:BF:48:00:BF:56,-77,AC:86:74:48:44:BB,TLC
20:AA:4B:A1:15:2B,-77,AC:86:74:48:44:BB,TLC
48:5A:B6:31:38:0D,-79,AC:86:74:48:44:BB,TLC
48:5B:39:1F:D0:56,-81,AC:86:74:48:44:BB,TLC
AC:86:74:48:44:BB,-47,AC:86:74:48:44:BB,TLC
F8:BC:12:A9:A9:C7,-61,AC:86:74:48:44:BB,TLC
FC:DB:B3:6D:AD:3A,-79,AC:86:74:48:44:BB,TLC
AC:86:74:48:44:BC,-47,AC:86:74:48:44:BC,TLC-CATERING
AC:86:74:4F:70:61,-65,AC:86:74:4F:70:61,Boulder Journey School Guest
1C:AB:A7:A4:2D:0B,-81,AC:86:74:4F:70:62,Boulder Journey School
98:01:A7:A4:AB:A1,-75,AC:86:74:4F:70:62,Boulder Journey School
98:01:A7:B7:FB:6F,-71,AC:86:74:4F:70:62,Boulder Journey School
AC:86:74:4F:70:62,-69,AC:86:74:4F:70:62,Boulder Journey School
AC:86:74:53:15:83,-75,AC:86:74:4F:70:62,Boulder Journey School
AC:86:74:53:15:A3,-65,AC:86:74:4F:70:62,Boulder Journey School
E0:B5:2D:BC:08:62,-69,AC:86:74:4F:70:62,Boulder Journey School
AC:86:74:53:15:82,-77,AC:86:74:53:15:82,Boulder Journey School Guest
AC:86:74:53:15:83,-71,AC:86:74:53:15:83,Boulder Journey School
AC:86:74:53:15:A2,-71,AC:86:74:53:15:A2,Boulder Journey School Guest
AC:86:74:53:15:A3,-75,AC:86:74:53:15:A3,Boulder Journey School
AC:9E:17:45:64:50,-61,AC:9E:17:45:64:50,barlows
AC:9E:17:46:19:60,-81,AC:9E:17:46:19:60,Pellmans W/F
AC:9E:17:46:19:61,-85,AC:9E:17:46:19:61,Pellman Guest
AC:9E:17:AB:4B:B0,-77,AC:9E:17:AB:4B:B0,acustream
AC:E0:10:C1:AD:DC,-77,AC:E0:10:C1:AD:DC,None
AE:34:26:1F:F9:0C,-75,AE:34:26:1F:F9:0C,xfinitywifi
AE:34:26:2F:91:14,-77,AE:34:26:2F:91:14,xfinitywifi
AE:34:26:2F:D5:8E,-57,AE:34:26:2F:D5:8E,xfinitywifi
AE:34:26:53:0C:2A,-79,AE:34:26:53:0C:2A,xfinitywifi
AE:34:26:77:DD:C0,-75,AE:34:26:77:DD:C0,xfinitywifi
AE:34:26:80:E8:D4,-63,AE:34:26:80:E8:D4,xfinitywifi
AE:34:26:94:CA:CA,-77,AE:34:26:94:CA:CA,xfinitywifi
AE:34:26:94:D9:66,-71,AE:34:26:94:D9:66,xfinitywifi
AE:34:26:94:FD:2E,-75,AE:34:26:94:FD:2E,xfinitywifi
AE:34:26:CE:E7:BE,-79,AE:34:26:CE:E7:BE,xfinitywifi
AE:34:26:E1:89:0A,-85,AE:34:26:E1:89:0A,xfinitywifi
AE:D1:B8:4E:0A:F7,-59,AE:D1:B8:4E:0A:F7,DIRECT-f7-HP M277 LaserJet
AE:D1:B8:4E:15:AD,-75,AE:D1:B8:4E:15:AD,DIRECT-ad-HP M277 LaserJet
B0:48:7A:AE:B4:26,-75,B0:48:7A:AE:B4:26,pulee
B0:5A:DA:34:6C:E3,-77,B0:5A:DA:34:6C:E3,DIRECT-E1-HP ENVY 5540 series
B0:5A:DA:A2:50:A9,-81,B0:5A:DA:A2:50:A9,HP-Print-A9-Officejet Pro 6830
B0:7F:B9:42:90:EC,-65,B0:7F:B9:42:90:EC,NETGEAR95_EXT
B0:7F:B9:54:AD:03,-79,B0:7F:B9:54:AD:03,Julia503
B0:7F:B9:59:43:E2,-77,B0:7F:B9:59:43:E3,NETGEAR76
B0:7F:B9:59:43:E3,-69,B0:7F:B9:59:43:E3,NETGEAR76
28:C6:8E:00:00:01,-73,B0:7F:B9:70:58:E3,NETGEAR98
7C:4F:B5:5D:C6:1D,-71,B0:7F:B9:70:58:E3,NETGEAR98
B0:7F:B9:70:58:E2,-73,B0:7F:B9:70:58:E3,NETGEAR98
B0:7F:B9:70:58:E3,-63,B0:7F:B9:70:58:E3,NETGEAR98
B4:AE:2B:D2:7B:50,-73,B0:7F:B9:70:58:E3,NETGEAR98
B0:7F:B9:83:FE:CA,-77,B0:7F:B9:83:FE:CA,NETGEAR78
B0:7F:B9:E0:04:C3,-75,B0:7F:B9:E0:04:C3,NETGEAR02
B0:7F:B9:F1:BA:8B,-75,B0:7F:B9:F1:BA:8B,NETGEAR05-2.4G
B0:A7:37:5C:7A:8D,-67,B0:A7:37:5C:7A:8D,DIRECT-roku-062A0C
B0:A7:37:D5:31:3B,-69,B0:A7:37:D5:31:3B,DIRECT-roku-E00763
B0:B2:DC:18:DA:91,-55,B0:B2:DC:18:DA:91,YooFamily
B0:B2:DC:18:DE:F5,-67,B0:B2:DC:18:DE:F5,KarrenRunning
B0:B2:DC:D5:29:0D,-81,B0:B2:DC:D5:29:0D,CenturyLink2930
B0:B2:DC:EF:F7:51,-67,B0:B2:DC:EF:F7:51,jack
B0:C7:45:76:22:A6,-77,B0:C7:45:76:22:A6,Big O Tires
B2:B2:DC:59:C7:80,-81,B2:B2:DC:59:C7:80,CenturyLink9654
B2:B2:DC:82:57:64,-69,B2:B2:DC:82:57:64,Kathy
B2:B2:DC:A1:2F:24,-59,B2:B2:DC:A1:2F:24,JOSE123
B2:B2:DC:A3:3C:6C,-75,B2:B2:DC:A3:3C:6C,CenturyLink6294
B2:B2:DC:A5:CA:C8,-75,B2:B2:DC:A5:CA:C8,CenturyLink7735
B2:C7:45:76:22:A6,-63,B2:C7:45:76:22:A6,BigO Guest
B2:CA:B5:3A:A8:90,-67,B2:CA:B5:3A:A8:90,None
B2:CA:B5:72:AD:E0,-69,B2:CA:B5:72:AD:E0,None
B2:CA:B5:A2:23:40,-71,B2:CA:B5:A2:23:40,None
B2:CA:B5:A2:30:20,-73,B2:CA:B5:A2:30:20,None
B2:CA:B5:B3:9D:F0,-69,B2:CA:B5:B3:9D:F0,None
B2:CA:B5:B6:06:70,-77,B2:CA:B5:B6:06:70,None
B4:75:0E:3C:73:0B,-57,B4:75:0E:3C:73:0B,BCBC
B4:75:0E:5A:07:1B,-75,B4:75:0E:5A:07:1B,1880 Tansy
B4:75:0E:97:54:B6,-73,B4:75:0E:97:54:B6,HOME-8BE6-2.4
B4:75:0E:AE:C6:AC,-73,B4:75:0E:AE:C6:AC,Dinoage30
B4:75:0E:AE:C6:AD,-71,B4:75:0E:AE:C6:AD,Dinoage30-guest
B4:75:0E:FE:1F:27,-75,B4:75:0E:FE:1F:27,Longrunner
B4:B5:2F:0E:58:D8,-77,B4:B5:2F:0E:58:D8,HP-Print-D8-Officejet Pro 8600
B4:B5:2F:19:9E:3F,-81,B4:B5:2F:19:9E:3F,HP-Print-3F-Officejet 6700
B4:B5:2F:1A:18:9B,-85,B4:B5:2F:1A:18:9B,HP-Print-9B-Walk Home
B6:75:0E:FE:1F:29,-73,B6:75:0E:FE:1F:29,None
B6:CA:B5:3A:A8:90,-65,B6:CA:B5:3A:A8:90,xfinitywifi
B6:CA:B5:A2:23:40,-73,B6:CA:B5:A2:23:40,xfinitywifi
B6:CA:B5:A2:30:20,-75,B6:CA:B5:A2:30:20,xfinitywifi
B6:CA:B5:B3:9D:F0,-67,B6:CA:B5:B3:9D:F0,xfinitywifi
B6:CA:B5:B6:06:70,-79,B6:CA:B5:B6:06:70,xfinitywifi
B6:CA:B5:CA:51:20,-77,B6:CA:B5:CA:51:20,xfinitywifi
B6:CA:B5:CA:B6:90,-79,B6:CA:B5:CA:B6:90,xfinitywifi
B8:3E:59:82:4C:B5,-73,B8:3E:59:82:4C:B5,None
B8:3E:59:86:02:21,-75,B8:3E:59:86:02:21,None
B8:3E:59:87:AA:A9,-55,B8:3E:59:87:AA:A9,None
B8:3E:59:B0:A7:AD,-77,B8:3E:59:B0:A7:AD,None
B8:3E:59:D9:AC:95,-67,B8:3E:59:D9:AC:95,None
B8:3E:59:F7:62:95,-75,B8:3E:59:F7:62:95,DIRECT-roku-858DC2
B8:8D:12:62:94:E5,-77,B8:8D:12:62:94:E5,pixiehollow
B8:9B:C9:76:05:32,-69,B8:9B:C9:76:05:38,HOME-0538
B8:9B:C9:76:05:38,-67,B8:9B:C9:76:05:38,HOME-0538
B8:9B:C9:76:05:39,-67,B8:9B:C9:76:05:39,None
B8:9B:C9:76:05:3A,-67,B8:9B:C9:76:05:3A,None
B8:9B:C9:76:05:3B,-67,B8:9B:C9:76:05:3B,None
B8:9B:C9:EE:69:39,-79,B8:9B:C9:EE:69:39,None
B8:9B:C9:EE:69:3A,-75,B8:9B:C9:EE:69:3A,None
B8:9B:C9:EE:69:3B,-71,B8:9B:C9:EE:69:3B,None
B8:C7:5D:05:04:CB,-73,B8:C7:5D:05:04:CB,arlington
B8:C7:5D:C5:B5:60,-79,B8:C7:5D:05:04:CB,arlington
B8:C7:5D:0C:29:0D,-73,B8:C7:5D:0C:29:0D,Studio119
BA:11:FC:77:96:52,-69,BA:11:FC:77:96:52,xfinitywifi
BA:11:FC:77:F4:67,-69,BA:11:FC:77:F4:67,xfinitywifi
BC:CA:B5:3A:A8:90,-61,BC:CA:B5:3A:A8:90,HOME-A892
BC:CA:B5:72:AD:E0,-69,BC:CA:B5:72:AD:E0,HOME-ADE2
BC:CA:B5:A2:23:40,-73,BC:CA:B5:A2:23:40,HOME-2342
BC:CA:B5:A2:30:20,-71,BC:CA:B5:A2:30:20,HOME-3022
BC:CA:B5:A2:4F:80,-75,BC:CA:B5:A2:4F:80,Bamboo
BC:CA:B5:B3:9D:F0,-63,BC:CA:B5:B3:9D:F0,HOME-9DF2
BC:CA:B5:B6:06:70,-77,BC:CA:B5:B6:06:70,HOME-0672
BC:CA:B5:CA:51:20,-77,BC:CA:B5:CA:51:20,HOME-5122
BC:CA:B5:CA:B6:90,-79,BC:CA:B5:CA:B6:90,HOME-B692
BC:EE:7B:C2:BE:90,-69,BC:EE:7B:C2:BE:90,default
BC:EE:7B:F3:43:40,-83,BC:EE:7B:F3:43:40,BCubed
BE:34:26:07:76:98,-73,BE:34:26:07:76:98,None
BE:34:26:1F:F9:0C,-71,BE:34:26:1F:F9:0C,None
BE:34:26:2F:D5:8E,-51,BE:34:26:2F:D5:8E,None
BE:34:26:53:4C:9E,-65,BE:34:26:53:4C:9E,None
BE:34:26:77:DD:C0,-77,BE:34:26:77:DD:C0,None
BE:34:26:8D:3F:12,-79,BE:34:26:8D:3F:12,None
BE:34:26:94:CA:CA,-75,BE:34:26:94:CA:CA,None
BE:34:26:94:D9:66,-75,BE:34:26:94:D9:66,None
BE:34:26:94:FD:2E,-75,BE:34:26:94:FD:2E,None
BE:34:26:95:B9:9E,-79,BE:34:26:95:B9:9E,None
BE:34:26:E1:89:0A,-77,BE:34:26:E1:89:0A,None
C0:3F:0E:80:45:1A,-81,C0:3F:0E:80:45:1A,Stephan
C0:3F:0E:A2:D7:C6,-67,C0:3F:0E:A2:D7:C6,Brin
C0:4A:00:FC:47:67,-57,C0:4A:00:FC:47:67,PresonusConnection
C0:56:27:0C:7C:18,-71,C0:56:27:0C:7C:18,Jones205
C0:56:27:20:21:C0,-73,C0:56:27:20:21:C0,Pannor201
C0:56:27:27:BE:70,-77,C0:56:27:27:BE:70,Yaupon 2016
C0:56:27:30:AB:D2,-75,C0:56:27:30:AB:D2,Rainier
C0:56:27:62:E0:7D,-75,C0:56:27:62:E0:7D,Batcave
80:E6:50:C3:F1:E0,-69,C0:56:27:64:8C:21,casa alegre
C0:56:27:64:8C:20,-57,C0:56:27:64:8C:21,casa alegre
C0:56:27:64:8C:21,-37,C0:56:27:64:8C:21,casa alegre
C0:BD:D1:9D:4F:45,-69,C0:56:27:64:8C:21,casa alegre
4A:1D:70:D9:95:33,-77,C0:56:27:69:27:43,HairCulture
60:EB:69:C0:AF:F1,-75,C0:56:27:69:27:43,HairCulture
C0:56:27:69:27:43,-63,C0:56:27:69:27:43,HairCulture
C0:56:27:6A:75:EE,-77,C0:56:27:6A:75:EE,None
C0:56:27:6D:16:30,-81,C0:56:27:6D:16:30,cu rocks
C0:56:27:6F:AE:96,-79,C0:56:27:6F:AE:96,Thompson
2C:BE:08:E1:7A:49,-77,C0:56:27:70:18:3E,DeadPossum
C0:56:27:70:18:3D,-75,C0:56:27:70:18:3E,DeadPossum
C0:56:27:70:18:3E,-71,C0:56:27:70:18:3E,DeadPossum
DC:2B:2A:9E:6B:C2,-79,C0:56:27:70:18:3E,DeadPossum
C0:56:27:71:77:B8,-77,C0:56:27:71:77:B8,Empire Road
C0:56:27:71:C8:D4,-75,C0:56:27:71:C8:D4,JadeGiraffe
C0:56:27:76:0C:C4,-75,C0:56:27:76:0C:C4,BlondeAsteroid
C0:56:27:76:1D:AB,-73,C0:56:27:76:1D:AC,Ney-Fi
C0:56:27:76:1D:AC,-69,C0:56:27:76:1D:AC,Ney-Fi
C0:56:27:77:53:D4,-81,C0:56:27:77:53:D4,BeltWiFi
C0:56:27:89:86:6C,-81,C0:56:27:89:86:6D,HOME-6598
C0:56:27:89:86:6D,-79,C0:56:27:89:86:6D,HOME-6598
C0:56:27:B6:8F:74,-67,C0:56:27:B6:8F:74,idontcare
C0:56:27:DF:38:8E,-65,C0:56:27:DF:38:8E,belkin.88e
C0:7C:D1:09:1C:78,-63,C0:7C:D1:09:1C:78,CBCI-4111-2.4
C0:7C:D1:09:1C:7A,-63,C0:7C:D1:09:1C:7A,xfinitywifi
C0:7C:D1:21:94:78,-79,C0:7C:D1:21:94:78,ETower
C0:7C:D1:21:94:79,-75,C0:7C:D1:21:94:79,None
C0:7C:D1:24:B4:28,-79,C0:7C:D1:24:B4:28,HOME-F449-2.4
C0:7C:D1:24:B4:29,-75,C0:7C:D1:24:B4:29,None
C0:7C:D1:27:77:C8,-85,C0:7C:D1:27:77:C8,HOME-83E5-2.4
C0:7C:D1:27:77:C9,-79,C0:7C:D1:27:77:C9,None
C0:7C:D1:27:77:CA,-79,C0:7C:D1:27:77:CA,xfinitywifi
4A:1D:70:6F:04:7B,-69,C0:7C:D1:53:F2:98,KingsBroth-2.4
C0:7C:D1:53:F2:98,-63,C0:7C:D1:53:F2:98,KingsBroth-2.4
C0:7C:D1:53:F2:9A,-65,C0:7C:D1:53:F2:9A,xfinitywifi
C0:7C:D1:5A:3E:68,-69,C0:7C:D1:5A:3E:68,DjangosPalace
C0:7C:D1:5A:3E:69,-69,C0:7C:D1:5A:3E:69,None
C0:7C:D1:5A:3E:6A,-81,C0:7C:D1:5A:3E:6A,xfinitywifi
C0:7C:D1:5F:ED:78,-65,C0:7C:D1:5F:ED:78,Lake-2
78:45:61:24:59:E0,-69,C0:7C:D1:5F:ED:79,None
C0:7C:D1:5F:ED:79,-65,C0:7C:D1:5F:ED:79,None
C0:7C:D1:5F:ED:7A,-65,C0:7C:D1:5F:ED:7A,xfinitywifi
4A:1D:70:C5:2C:06,-61,C0:7C:D1:6E:84:A8,HOME-2C03-2.4
64:80:99:95:51:32,-71,C0:7C:D1:6E:84:A8,HOME-2C03-2.4
C0:7C:D1:6E:84:A8,-59,C0:7C:D1:6E:84:A8,HOME-2C03-2.4
C8:BC:C8:E2:1D:D6,-67,C0:7C:D1:6E:84:A8,HOME-2C03-2.4
F4:37:B7:88:55:99,-67,C0:7C:D1:6E:84:A8,HOME-2C03-2.4
C0:7C:D1:6E:84:A9,-51,C0:7C:D1:6E:84:A9,None
C0:7C:D1:6E:84:AA,-59,C0:7C:D1:6E:84:AA,xfinitywifi
C0:7C:D1:94:06:A8,-85,C0:7C:D1:94:06:A8,None
C0:7C:D1:B2:0F:98,-79,C0:7C:D1:B2:0F:98,Smith1
C0:7C:D1:B2:0F:99,-77,C0:7C:D1:B2:0F:99,None
C0:7C:D1:B2:0F:9A,-81,C0:7C:D1:B2:0F:9A,xfinitywifi
C0:7C:D1:B2:A1:48,-69,C0:7C:D1:B2:A1:48,Smores-2.4
C0:7C:D1:B2:A1:49,-69,C0:7C:D1:B2:A1:49,None
C0:7C:D1:B2:A1:4A,-71,C0:7C:D1:B2:A1:4A,xfinitywifi
C0:7C:D1:CA:40:E8,-79,C0:7C:D1:CA:40:E8,CBCI-4823-2.4
C0:7C:D1:CA:40:EA,-77,C0:7C:D1:CA:40:EA,xfinitywifi
C0:7C:D1:D2:5E:7A,-67,C0:7C:D1:D2:5E:7A,xfinitywifi
C0:7C:D1:D2:60:D8,-65,C0:7C:D1:D2:60:D8,Yarmouth
C0:7C:D1:D2:60:DA,-45,C0:7C:D1:D2:60:DA,xfinitywifi
C0:7C:D1:D2:67:28,-61,C0:7C:D1:D2:67:28,ROKA
C0:7C:D1:D2:67:2A,-61,C0:7C:D1:D2:67:2A,xfinitywifi
C0:7C:D1:D2:C2:38,-81,C0:7C:D1:D2:C2:38,CBCI-B1E3-2.4
C0:7C:D1:D2:C2:3A,-81,C0:7C:D1:D2:C2:3A,xfinitywifi
C0:7C:D1:D4:81:D8,-77,C0:7C:D1:D4:81:D8,MorningGloryCafe
74:DA:38:11:DF:B2,-67,C0:7C:D1:D7:39:80,CoalCreekCollision-2.4
C0:7C:D1:D7:39:80,-69,C0:7C:D1:D7:39:80,CoalCreekCollision-2.4
C0:7C:D1:D7:39:82,-69,C0:7C:D1:D7:39:82,xfinitywifi
C0:7C:D1:DE:2B:40,-81,C0:7C:D1:DE:2B:40,878WEA2.4
C0:7C:D1:DE:2B:42,-77,C0:7C:D1:DE:2B:42,xfinitywifi
C0:A0:BB:E4:C5:A3,-67,C0:A0:BB:E4:C5:A3,Tatooine2
C0:C1:C0:03:17:C6,-67,C0:C1:C0:03:17:C6,Peace Lutheran
C0:C1:C0:26:35:46,-77,C0:C1:C0:26:35:46,JC
C0:C1:C0:56:78:CF,-77,C0:C1:C0:56:78:CF,bpandpp2-guest
C0:C1:C0:5A:B0:25,-69,C0:C1:C0:5A:B0:25,Cisco27607
C0:C1:C0:A8:F3:F2,-83,C0:C1:C0:A8:F3:F2,StansNet3
C0:C1:C0:D3:DA:5B,-53,C0:C1:C0:D3:DA:5B,Go Away
C0:C1:C0:D3:DA:5C,-69,C0:C1:C0:D3:DA:5C,Go Away-guest
C0:EA:E4:49:EB:D5,-79,C0:EA:E4:49:EB:D5,P2WIFI-Remote
C0:EA:E4:4D:0C:17,-81,C0:EA:E4:4D:0C:17,Centennial
C0:EA:E4:91:A9:05,-75,C0:EA:E4:91:A9:05,KarstenLafayette
C0:FF:D4:82:66:20,-65,C0:FF:D4:82:66:20,NETGEAR14
C0:FF:D4:96:C5:19,-83,C0:FF:D4:96:C5:19,None
C0:FF:D4:9E:0F:CD,-75,C0:FF:D4:9E:0F:CD,qwest3328_2GEXT
C0:FF:D4:9E:36:61,-59,C0:FF:D4:9E:36:61,chalet millert
C0:FF:D4:A2:E1:CC,-59,C0:FF:D4:A2:E1:CC,NETGEAR97
